"","YEAR","MONTH","I2015_NSA_IS.IP_F","I2015_NSA_IS.IP_F_CC1","I2015_NSA_IS.IP_F_CC2","I2015_NSA_IS.PEI_F_CC1","I2015_NSA_IS.PEI_F_CC11","I2015_NSA_IS.PEI_F_CC11_X_CC113","RT12.NSA_F_CC1_IS.PEI","RT12.NSA_F_CC11_IS.PEI","RT12.NSA_F_CC11_X_CC113_IS.PEI","BS.CCI.BAL_NSA","BS.CEME.BAL_NSA","BS.COB.BAL_NSA","BS.CPE.BAL_NSA","BS.CTA.BAL_NSA","BS.FLBA1.PC_NSA","BS.FLBA2.PC_NSA","BS.FLBA3.PC_NSA","BS.FLBA4.PC_NSA","BS.FLBA5.PC_NSA","BS.FLBA6.PC_NSA","BS.FLBA7.PC_NSA","PNUM_F_CC111_NSA_I10","PNUM_F_CC111_NSA_I15","PNUM_F_CC111_NSA_PCH_SM","PNUM_F_CC112_NSA_I10","PNUM_F_CC112_NSA_I15","PNUM_F_CC112_NSA_PCH_SM","PNUM_F_CC11_X_CC113_NSA_I10","PNUM_F_CC11_X_CC113_NSA_I15","PNUM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC1_NSA_I10","PSQM_F_CC1_NSA_I15","PSQM_F_CC1_NSA_PCH_SM","PSQM_F_CC11_NSA_I10","PSQM_F_CC11_NSA_I15","PSQM_F_CC11_NSA_PCH_SM","PSQM_F_CC111_NSA_I10","PSQM_F_CC111_NSA_I15","PSQM_F_CC111_NSA_PCH_SM","PSQM_F_CC112_NSA_I10","PSQM_F_CC112_NSA_I15","PSQM_F_CC112_NSA_PCH_SM","PSQM_F_CC113_NSA_I15","PSQM_F_CC113_NSA_PCH_SM","PSQM_F_CC11_X_CC113_NSA_I10","PSQM_F_CC11_X_CC113_NSA_I15","PSQM_F_CC11_X_CC113_NSA_PCH_SM","PSQM_F_CC12_NSA_I10","PSQM_F_CC12_NSA_I15","PSQM_F_CC12_NSA_PCH_SM","PSQM_F_CC122_NSA_I10","PSQM_F_CC122_NSA_I15","PSQM_F_CC122_NSA_PCH_SM","PSQM_F_CC12_X_CC122_NSA_I10","PSQM_F_CC12_X_CC122_NSA_I15","PSQM_F_CC12_X_CC122_NSA_PCH_SM"
"150",2007,4,124.2,122.4,131.7,132.3,147.8,149.9,-2.1,-5.3,-5.5,22.3,32.9,11.7,12,26.2,34.3,13.6,5.1,47.1,2.5,6.5,5.1,112.9,162.4,-1.8,109,112.8,-9.5,110.9,134.8,-5.5,107.2,132.3,-2.1,117.4,147.8,-5.3,119.3,171.6,-2.8,114.2,119.4,-10.6,100.1,3,117.4,149.9,-5.5,97.3,117.9,1.7,115.5,124.4,23.9,95.1,117.1,-0.8
"151",2007,3,128.8,126.1,140.2,169.8,181.8,182.7,6.5,2.6,0.4,24.4,32.1,16.6,7.7,22.9,36,13.6,6.5,45.6,3.7,6.2,4.7,129,185.6,0.1,147.2,151,1.6,138.1,166.4,0.9,137.5,169.8,6.5,144.4,181.8,2.6,137.3,197.5,-1.7,157.1,161.8,4.2,161.2,130.6,144.4,182.7,0.4,130.9,158.7,11,160.1,172.4,0.8,127.4,156.8,12.6
"152",2007,2,127.3,126.9,128.7,136.3,157.1,158.3,-3.6,0.4,-0.1,22,33.3,10.7,9.1,26.4,34.7,12.8,7.2,48.7,4,6,4.8,116.4,167.4,-0.5,117.3,120.9,1.6,116.8,141.5,0.5,110.4,136.3,-3.6,124.9,157.1,0.4,123.5,177.7,-1.9,127.3,131.1,3.6,130.4,14.7,124.9,158.3,-0.1,96.5,117,-8.1,102.6,110.5,-8,95.8,117.9,-8.1
"153",2007,1,115.3,116.8,109.1,132.8,149.3,152.6,-1.3,-6,-5.7,21.9,32.8,11.1,12.7,31.2,35.4,12.6,6.3,46.5,4.3,6.9,5.1,112.6,162,-7.5,110.8,117.8,0.6,111.7,137.4,-3.8,107.5,132.8,-1.3,118.6,149.3,-6,119.3,171.6,-9,117.6,126,1.4,73.3,-21.1,118.6,152.6,-5.7,96.9,117.4,5,125.9,135.6,34.9,93.4,115,1.5
"154",2006,12,107.2,106.7,109.3,153.4,168.5,169.4,3.5,-5.4,-6.9,24.1,28,20.1,5.2,35.4,35.4,11.2,3.8,47,5.6,6.9,5.8,111.7,160.7,-6.4,156.6,160.4,-8.6,134.2,160.5,-7.6,124.3,153.4,3.5,133.9,168.5,-5.4,117.1,168.5,-7.3,163.6,170.6,-6.4,147,61,133.9,169.4,-6.9,115,139.5,15.7,152.3,164,46.4,110.7,136.2,11.8
"155",2006,11,132.2,129.7,142.8,149,164.2,168,6.2,8.2,8.7,21.4,27.8,14.9,5.7,32.4,34.6,14.1,3.7,45.7,3.9,7.6,5.7,120.5,173.3,5.6,131.6,140.9,19.7,126,155.3,12.3,120.7,149,6.2,130.5,164.2,8.2,125.6,180.7,3.2,139.2,150.3,19.6,76.6,-14.5,130.5,168,8.7,111.2,134.8,4.1,154.6,166.5,22.9,106.1,130.6,1.5
"156",2006,10,134,130.8,147.6,163.7,183.6,186.1,14.1,13.7,13.3,23.2,30.2,16.3,8,35.8,33.1,15.1,3.5,47.2,3.5,7.6,5.8,128,184.2,8.4,156.2,162.6,21.4,142.1,172.2,14.9,132.6,163.7,14.1,145.9,183.6,13.7,134.6,193.7,7.5,165.9,175.4,23.8,126.7,24.5,145.9,186.1,13.3,119.8,145.2,14.4,132.9,143.1,13.2,118.3,145.5,14.7
"157",2006,9,125,121.9,138.2,151,163,166.5,-3,-3.7,-3.5,26.9,31.5,22.2,8.7,36.4,34.8,15,2.7,46.2,2.8,7.8,6.2,127,182.6,-2.1,111,116.1,-8.6,118.9,145.6,-5.1,122.4,151,-3,129.7,163,-3.7,136.3,196,-1.7,117.9,125.1,-7.1,82.6,-12.3,129.7,166.5,-3.5,115.3,139.9,-2.2,146.3,157.6,8.5,111.7,137.5,-3.7
"158",2006,8,75.8,72,91.9,140.5,148,148.9,3.3,6.2,4.6,27.1,31.6,22.6,8.4,36.7,34.4,14.2,2.8,47,3.2,8.4,6.2,111.7,160.7,3.2,108.4,106.5,7.8,110.1,130.5,5.2,113.8,140.5,3.3,117.6,148,6.2,119.7,172.2,1.5,114,116.2,11.6,127.8,73.2,117.6,148.9,4.6,110.1,133.5,0.5,127.3,137.1,24.3,108.1,133,-2.1
"159",2006,7,120.1,117,133.1,157.1,179,181.1,9,7.4,7.8,27.3,31.7,22.9,8,37,34.1,13.5,3,47.7,3.6,9,6.1,129.1,185.7,2.4,143.9,148,17.1,136.5,164.7,9.3,127.2,157.1,9,142.2,179,7.4,137.9,198.5,3.1,149.9,156.9,17.5,129.6,-3.1,142.2,181.1,7.8,112.8,136.8,10.9,95.2,102.5,5,114.9,141.4,11.6
"160",2006,6,132.1,129.9,141.1,170.5,187.4,190.2,5.9,4.2,3,22.3,28.7,15.9,5.1,24.5,36.6,13.9,7.6,43.3,3,7.7,6.4,138.3,199,0.5,145.7,151.3,8.9,142,172.4,4.4,138.1,170.5,5.9,148.9,187.4,4.2,147.8,212.7,0.2,151,158.7,8.9,123.7,69,148.9,190.2,3,127.6,154.8,7.9,128,137.8,19.5,127.6,157,6.7
"161",2006,5,124.6,123.4,129.7,141.2,161.9,163.4,4.7,12.7,11.5,22.5,27.6,17.4,1.5,21.2,33.9,15.9,7,46.2,2.8,5.2,6.4,125.6,180.8,7.3,116.1,114.8,24.2,120.9,144,14.2,114.4,141.2,4.7,128.7,161.9,12.7,134.9,194.1,7,117.7,120.5,23.3,127.8,65.5,128.7,163.4,11.5,100.6,121.9,-3.6,91.4,98.4,-6.3,101.7,125.1,-3.3
"162",2006,4,115,114.2,118.7,135.2,156,158.6,5.8,8.3,8.1,20.9,26.1,15.7,-3.7,20.8,32.7,15.7,10.5,47.1,2.7,5.1,5.9,114.9,165.4,3.2,122.5,124.6,21.8,118.7,142.7,11.5,109.5,135.2,5.8,124,156,8.3,122.7,176.5,2.3,126.3,133.5,21,97.2,12.6,124,158.6,8.1,95.6,115.9,2.8,93.2,100.4,20.2,95.9,118,1.2
"163",2006,3,124.7,123.7,128.8,159.5,177.2,181.9,19.8,18.4,19.8,18.1,22.4,13.9,2.3,15.2,34,15.9,9.5,42,2.8,6.7,6.3,128.9,185.4,11,137.4,148.6,38.4,133.2,164.9,23.2,129.2,159.5,19.8,140.8,177.2,18.4,139.6,200.9,11.5,142.9,155.3,38.7,69.9,-30.1,140.8,181.9,19.8,118,143,21.4,158.9,171.1,39.9,113.1,139.3,19
"164",2006,2,118,119.4,112.3,141.4,156.5,158.4,14.2,14.4,12.7,18.8,24.8,12.7,2,16.8,33.7,16.9,8.8,40.7,2.8,7.2,6.4,116.9,168.2,4.2,115.5,119,29.8,116.2,140.8,14.8,114.5,141.4,14.2,124.4,156.5,14.4,125.9,181.2,5.5,121.7,126.5,30.5,113.7,134,124.4,158.4,12.7,105,127.3,14,111.5,120.1,38.2,104.3,128.3,11.5
"165",2006,1,113.4,115.8,103.3,134.5,158.9,161.8,11.9,10.3,10.3,17.7,21.7,13.7,8.1,26.3,33,17.5,7.4,43.9,2.6,5.4,7.5,121.7,175.1,7.4,113.2,117.1,15.7,117.4,142.8,11,108.9,134.5,11.9,126.3,158.9,10.3,131.1,188.6,8.3,117.9,124.3,14.8,92.9,11.5,126.3,161.8,10.3,92.2,111.8,13.8,93.4,100.5,-4.4,92,113.3,16.6
"166",2005,12,102.1,102.8,99.5,148.2,178.1,181.9,11.9,13.6,14.3,10.6,14.8,6.5,0.9,26.3,36,17.8,4.5,39,5.2,5,6.7,119.3,171.6,6.2,164.8,175.4,31.7,142.1,173.7,19.1,120.1,148.2,11.9,141.5,178.1,13.6,126.2,181.7,6.3,168.6,182.2,27.8,91.3,-10.4,141.5,181.9,14.3,99.5,120.6,9.9,104,112,-10.5,98.9,121.8,13.2
"167",2005,11,125.5,124.3,130.2,140.3,151.8,154.6,15.7,9.1,9.7,13.8,19.2,8.4,-2.2,25.4,35.7,17.5,2.8,41.4,2.7,4.9,6.9,114,164.1,9,112.9,117.7,10.2,113.5,138.3,9.6,113.6,140.3,15.7,120.7,151.8,9.1,121.7,175.1,10.7,118.8,125.7,7.7,89.6,-10.2,120.7,154.6,9.7,106.8,129.5,23.8,125.8,135.5,19.2,104.6,128.7,24.5
"168",2005,10,125.6,123.3,135.5,143.5,161.5,164.2,5.9,1.9,3.3,10.8,14.6,7,-6,25.8,34.7,17.5,2.7,40.1,2.5,9.5,6.5,118.2,170,4,128.7,133.9,2.8,123.4,149.9,3.4,116.3,143.5,5.9,128.4,161.5,1.9,125.2,180.2,3.5,133.9,141.7,2.9,101.8,-31.4,128.4,164.2,3.3,104.6,126.9,11.1,117.3,126.4,50.1,103.1,126.9,7.3
"169",2005,9,127.7,125.7,136.1,155.7,169.2,172.5,14,8.7,8.2,13.2,21.1,5.4,-3,25.5,36,18.7,1.7,39.9,2.7,7.8,6.5,129.7,186.6,7.7,121.3,127,10.5,125.5,153.4,8.9,126.1,155.7,14,134.5,169.2,8.7,138.6,199.4,7.9,127.1,134.7,8.8,94.2,35.2,134.5,172.5,8.2,118,143.1,20.3,134.8,145.2,16.3,116.1,142.8,20.8
"170",2005,8,75.7,71.7,92.3,136,139.4,142.3,9.6,5.9,6,13.7,21.6,5.7,-3.3,25.9,36.1,18.6,1.9,41.3,2.3,6.4,6.1,108.2,155.7,2.1,95,98.8,16.2,101.6,124,7.9,110.2,136,9.6,110.8,139.4,5.9,117.8,169.6,3.5,98.3,104.1,11.9,73.8,6.2,110.8,142.3,6,109.6,132.9,13.5,102.5,110.3,-10.1,110.4,135.9,16.8
"171",2005,7,118.9,116.7,128.1,144.1,166.6,168,10.1,7.8,6.1,14.1,22.1,6,-3.6,26.3,36.2,18.6,2,42.7,1.9,4.9,5.6,126,181.3,6.3,126.5,126.4,5.6,126.2,150.7,6,116.7,144.1,10.1,132.3,166.6,7.8,133.8,192.6,6.2,129.7,133.5,5.8,133.8,95.9,132.3,168,6.1,101.7,123.3,13.2,90.6,97.6,39.6,103,126.7,10.9
"172",2005,6,131.9,129.8,140.6,161,179.9,184.6,11,13.7,14.2,11.2,17.7,4.7,-3.3,18.7,36.7,18.7,1.9,41.1,2.2,5.5,5.1,137.6,198,8.3,129.8,138.9,32.3,133.7,165.1,18.4,130.4,161,11,143,179.9,13.7,147.5,212.3,8.1,134.9,145.7,29.2,73.2,-10.8,143,184.6,14.2,118.3,143.4,8.1,107.1,115.3,15.8,119.6,147.2,7.3
"173",2005,5,123.5,122.8,126.3,134.8,143.7,146.6,10.9,8.9,9.2,10.4,19.3,1.5,-3.4,13.6,38.4,19.8,3.1,36.9,3.1,7.1,5.5,117.1,168.5,8,88.5,92.4,8.8,102.8,126.1,8.3,109.2,134.8,10.9,114.2,143.7,8.9,126.1,181.4,8.2,93,97.7,11.7,77.2,0.1,114.2,146.6,9.2,104.4,126.5,12.9,97.5,105,-3,105.2,129.4,15
"174",2005,4,118.1,117.2,122.2,127.8,144.1,146.7,8.2,9.6,8.7,11.5,21.3,1.6,-4.9,14.4,38.2,20.4,4.7,38.1,2.1,6.6,5.6,111.4,160.3,7.4,99.5,102.3,8.3,105.5,128,7.7,103.5,127.8,8.2,114.5,144.1,9.6,120,172.6,7.7,104.9,110.3,11.2,86.3,60.7,114.5,146.7,8.7,92.9,112.7,6.6,77.6,83.5,8.9,94.7,116.6,6.4
"175",2005,3,118.7,118.1,121.4,133.1,149.6,151.8,12.6,7.5,6.3,5.1,12,-1.8,-5,4.5,37.9,22,9.1,33.8,1.5,4.8,5.8,116.1,167,0.1,103.9,107.4,26.1,110,133.8,10.3,107.8,133.1,12.6,118.9,149.6,7.5,125.2,180.2,-0.3,107.7,112,25,100,80.8,118.9,151.8,6.3,97.1,117.8,19.2,113.6,122.3,17.1,95.2,117.1,19.4
"176",2005,2,114.3,115.5,109.3,123.8,136.8,140.6,11.3,6.7,8,4.6,10.3,-1.2,-4.2,14,38,23.6,5.6,33.8,1.7,4.5,5.3,112.2,161.4,7.9,85.4,91.7,10.2,98.8,122.6,8.9,100.3,123.8,11.3,108.7,136.8,6.7,119.4,171.8,7,89.7,96.9,10.5,48.6,-41.4,108.7,140.6,8,92.2,111.7,17.1,80.7,86.9,37.9,93.5,115.1,15.4
"177",2005,1,109.7,111.2,103.2,120.2,144,146.7,2.3,14.1,13.4,3.7,8.3,-0.9,-1.9,16.4,38.1,23.1,3.8,35.1,1.9,5.5,5.8,113.4,163.1,8.2,98.3,101.2,33.7,105.8,128.6,18,97.4,120.2,2.3,114.5,144,14.1,121,174.1,6.8,102.9,108.3,31.6,83.3,57.5,114.5,146.7,13.4,81,98.2,-10.3,97.6,105.1,30.1,79,97.2,-14.3
"178",2004,12,100.3,100.5,99.5,132.4,156.8,159.2,10.2,17.1,16,1.3,7.3,-4.7,-4.5,19,38,23.4,2.9,35.4,2.4,8.4,6.2,112.3,161.6,5.5,128.4,133.2,41.4,120.4,145.8,21.1,107.2,132.4,10.2,124.6,156.8,17.1,118.8,171,4.8,134.8,142.6,41,101.9,84.6,124.6,159.2,16,90.5,109.7,2.2,116.3,125.2,32.3,87.5,107.6,-1.3
"179",2004,11,121.5,120.4,126,121.3,139.2,140.9,2.7,16,13.9,3.6,8.3,-1,-7.7,18.6,38.5,24.4,3.6,32.3,2.5,7.7,6.1,104.6,150.5,8,107.3,106.8,31.7,105.9,126.2,18.1,98.2,121.3,2.7,110.6,139.2,16,109.9,158.2,6.8,111.9,116.7,30.5,99.8,179.6,110.6,140.9,13.9,86.3,104.6,-10.1,105.6,113.7,-17.3,84,103.4,-8.9
"180",2004,10,122.2,120.2,130.8,135.5,158.5,158.9,3.7,12.1,10,-2,2.4,-6.4,-9.3,17.8,42.3,20.6,2.8,32.5,2.7,7,6.2,113.7,163.5,0.6,128.9,130.3,37.3,121.3,145,16.1,109.8,135.5,3.7,125.9,158.5,12.1,121,174.1,0.1,134.7,137.7,33.6,148.4,110.2,125.9,158.9,10,94.2,114.2,-5.5,78.2,84.2,-19.7,96.1,118.3,-3.7
"181",2004,9,123.6,121.3,133.3,136.6,155.6,159.4,3.3,11.3,11.3,2.3,11.2,-6.6,-6.5,19.4,39.7,21.4,1.5,34.5,3.1,9.1,4.9,120.4,173.3,4,108.8,114.9,30.6,114.6,140.8,14.6,110.7,136.6,3.3,123.7,155.6,11.3,128.4,184.8,4.2,115.3,123.8,29.9,69.7,11.2,123.7,159.4,11.3,98.1,119,-5,116,124.9,7.3,96,118.2,-6.6
"182",2004,8,69.7,66.3,84.3,124.1,131.6,134.3,11.5,25.3,25,3.1,10.9,-4.6,-4.9,18.3,40.4,21.4,1.2,34.5,3,7.9,5.9,106,152.5,20.6,83.4,85,37.1,94.7,114.9,27,100.5,124.1,11.5,104.6,131.6,25.3,113.8,163.8,20.2,88.1,93,39.4,69.5,33.4,104.6,134.3,25,96.6,117.1,-0.1,113.9,122.7,40.7,94.6,116.4,-4
"183",2004,7,116.6,114.1,127,130.9,154.6,158.4,1.1,5.7,5.7,4,10.6,-2.6,-3.3,17.2,41,21.4,0.9,34.4,2.9,6.7,6.9,118.5,170.5,-1.8,112.6,119.7,27.9,115.6,142.2,10.1,106,130.9,1.1,122.8,154.6,5.7,126,181.3,-2.7,117.2,126.2,27.9,68.3,5.1,122.8,158.4,5.7,89.8,108.9,-4.5,64.9,69.9,-11.3,92.8,114.2,-3.9
"184",2004,6,127.6,125.2,137.7,145,158.2,161.6,11.7,25.9,24.9,-0.6,8.5,-9.7,-13.6,2.6,33,28.3,2.9,36.6,1.9,7.7,5.4,127.1,182.9,19,102.9,105,51.5,115,139.5,30.7,117.4,145,11.7,125.7,158.2,25.9,136.5,196.4,17.3,106.7,112.8,48.4,82.1,98.3,125.7,161.6,24.9,109.5,132.7,-0.7,92.5,99.6,-16.3,111.5,137.2,1.3
"185",2004,5,115.5,114.8,118.4,121.6,131.9,134.3,8.7,18.9,18.4,5.7,11.9,-0.4,-9.2,1.6,36.5,25.4,3,36,1.9,7.9,7.1,108.5,156,19,83.3,84.9,26.9,95.8,116.4,22,98.5,121.6,8.7,104.8,131.9,18.9,116.5,167.7,16.7,84.1,87.5,23.4,77.1,42.8,104.8,134.3,18.4,92.4,112,-0.7,100.6,108.3,14.7,91.4,112.5,-2.4
"186",2004,4,116.2,115.4,119.4,118.1,131.5,134.9,5.8,13.3,13,9.6,14,5.2,-9,1,36.8,24.9,4.5,36.3,2.4,7.8,7.6,103.8,149.3,6.9,89.5,94.5,35.6,96.6,118.8,18,95.7,118.1,5.8,104.5,131.5,13.3,111.4,160.3,6.2,92.2,99.2,32.1,53.7,31,104.5,134.9,13,87.2,105.7,-1.7,71.3,76.7,-5,89.1,109.6,-1.4
"187",2004,3,121.9,120.6,127.5,118.2,139.1,142.8,3.1,24,25.2,-0.5,4,-5.1,-12,1.2,38.3,26.9,10.7,32.4,2.5,5.9,3.4,116,166.8,24.8,79.9,85.2,30.7,97.9,121.3,27,95.8,118.2,3.1,110.6,139.1,24,125.6,180.7,24.1,83.9,89.6,28,55.3,-18.9,110.6,142.8,25.2,81.5,98.8,-15.4,97,104.4,8.5,79.7,98.1,-18
"188",2004,2,116.3,117.4,111.6,111.2,128.2,130.2,2.3,15.4,14.1,0.3,5.3,-4.8,-14.1,6.4,37.7,27,11.1,33.1,2.2,6.1,3.5,104,149.6,12.2,82.4,83.2,25.9,93.2,112.6,17.4,90.1,111.2,2.3,101.9,128.2,15.4,111.5,160.5,11.3,84.8,87.7,22.1,82.9,87.1,101.9,130.2,14.1,78.7,95.4,-10.4,58.5,63,-53.2,81,99.7,-2.9
"189",2004,1,104.3,106.5,94.9,117.5,126.2,129.4,14.1,16.3,16.1,7.9,14.2,1.7,-21.6,6.2,39.9,25.9,9.2,34,1.9,6.6,2.4,104.8,150.8,12.2,72.5,75.7,33,88.6,109,19.5,95.2,117.5,14.1,100.3,126.2,16.3,113.2,163,11.6,77.3,82.3,30.6,52.9,28.4,100.3,129.4,16.1,90.3,109.5,11.8,75,80.8,-6.7,92.1,113.4,14
"190",2003,12,99,99.7,95.9,120.1,133.9,137.3,8.6,14.6,14.8,7.7,7.5,7.9,-14.4,3.5,37,NA,NA,29.2,2.8,NA,NA,106.5,153.2,13.3,90.2,94.2,23.5,98.3,120.4,17.6,97.3,120.1,8.6,106.4,133.9,14.6,113.4,163.2,12.8,93.9,101.1,19.8,55.2,3.4,106.4,137.3,14.8,88.5,107.3,2.3,87.9,94.6,-19,88.5,109,5.5
"191",2003,11,115.1,114.1,119.1,118.1,120,123.7,2,12.4,13.3,-1.4,-1.3,-1.5,-13.7,-3.7,36.8,NA,NA,28.1,3.1,NA,NA,96.9,139.4,11.1,75.1,81.1,15.2,86,106.9,12.8,95.7,118.1,2,95.3,120,12.4,102.9,148.1,10.4,81.9,89.4,20.2,35.7,-31.1,95.3,123.7,13.3,96,116.3,-6.2,127.7,137.5,-1.9,92.2,113.5,-6.9
"192",2003,10,126.9,124.4,137.6,130.7,141.4,144.5,2.6,5.9,5.6,-3.2,-1.6,-4.7,-27.4,-0.1,32.4,NA,NA,27,3.1,NA,NA,113.1,162.6,5.2,90.5,94.9,8.8,101.7,124.9,6.7,105.9,130.7,2.6,112.4,141.4,5.9,120.9,174,4.6,97.1,103.1,7.8,70.6,24.1,112.4,144.5,5.6,99.6,120.8,-0.7,97.4,104.9,13.4,99.9,122.9,-2.1
"193",2003,9,122,119.5,132.5,132.3,139.8,143.2,10.1,13,12.6,1.9,1.5,2.3,-23.9,7.9,33.6,0,0,29.7,2.4,0,0,115.9,166.7,13.3,84.7,88,14.4,100.3,122.9,13.8,107.1,132.3,10.1,111.1,139.8,13,123.3,177.4,11.9,89.6,95.3,14.4,62.7,42.5,111.1,143.2,12.6,103.3,125.3,7.1,108.1,116.4,-1.8,102.8,126.5,8.3
"194",2003,8,66.5,63.6,78.7,111.3,105,107.4,4,10.8,10.2,0.4,2.1,-1.4,-26.2,2,34,0,0,32.1,2.5,0,0,87.8,126.4,3.8,60.3,62,39,74.1,90.5,14.8,90.2,111.3,4,83.5,105,10.8,94.7,136.3,2.9,63.5,66.7,37.8,52.1,55.5,83.5,107.4,10.2,96.7,117.2,-0.9,80.9,87.2,-3.9,98.5,121.2,-0.7
"195",2003,7,120.3,118,130,129.5,146.3,149.8,1.7,9.2,9.3,-1.1,2.7,-5,-28.4,-3.9,34.4,0,0,34.5,2.6,0,0,120.7,173.7,10.1,90.6,93.6,15.7,105.6,129.1,12.3,104.9,129.5,1.7,116.2,146.3,9.2,129.5,186.3,9.6,92.7,98.7,8.9,65,-2.7,116.2,149.8,9.3,94,114,-5.8,73.1,78.8,-27.3,96.5,118.8,-3.2
"196",2003,6,121.7,120.7,126.1,129.8,125.7,129.4,2.9,8.1,8.3,-5.2,-1.3,-9.1,-21.8,-23.9,34.5,NA,NA,32.3,2.8,NA,NA,106.9,153.7,8.1,64.6,69.3,11.2,85.7,106.7,9.2,105.1,129.8,2.9,99.9,125.7,8.1,116.3,167.4,7.8,70.6,76,9.7,41.4,-4.8,99.9,129.4,8.3,110.2,133.6,-1.2,110.5,119,3.3,110.1,135.5,-1.7
"197",2003,5,110.2,110.7,108.1,111.9,110.9,113.4,-1.8,2.3,1.5,-2.7,-2.1,-3.4,-23.1,-24.7,36.9,NA,NA,30.9,2.8,NA,NA,91.1,131.1,-3.5,67.1,66.9,25,79.1,95.4,6,90.6,111.9,-1.8,88.1,110.9,2.3,99.9,143.7,-2.6,67.3,70.9,15.3,54,62.2,88.1,113.4,1.5,93,112.8,-5.2,87.6,94.4,-15.6,93.7,115.3,-3.8
"198",2003,4,115.7,115,118.4,111.6,116.1,119.4,-0.5,-1,-0.9,-2.8,-0.9,-4.7,-25.3,-25.2,38.7,NA,NA,29.5,5.5,NA,NA,97.1,139.7,-0.4,64.7,69.7,0.9,80.9,100.7,0.1,90.4,111.6,-0.5,92.3,116.1,-1,104.9,151,-1,69.8,75.1,-0.7,41,-7.9,92.3,119.4,-0.9,88.7,107.5,0,75,80.7,-7.7,90.3,111.1,0.8
"199",2003,3,116.4,115.8,119.1,114.6,112.2,114.1,10.2,1.7,0.5,-8.1,-8.5,-7.7,-26.6,-22.6,33.8,NA,NA,24.1,2.2,NA,NA,93,133.7,-3.3,66,65.2,16.6,79.5,95.5,3.4,92.8,114.6,10.2,89.2,112.2,1.7,101.2,145.6,-3,67.9,70,12.7,68.2,82.4,89.2,114.1,0.5,96.3,116.8,18.8,89.3,96.2,-9.5,97.2,119.6,23
"200",2003,2,114,115.6,107.1,108.7,111.1,114.1,-1.5,8.2,8.2,-5.7,-5.3,-6.1,-28.9,-14.6,32.3,NA,NA,24.3,2.3,NA,NA,92.7,133.3,4.6,61.4,66.1,25,77,95.9,11.6,88.1,108.7,-1.5,88.3,111.1,8.2,100.2,144.2,4.3,67.2,71.8,20.9,44.3,9.9,88.3,114.1,8.2,87.8,106.5,-9.2,124.9,134.5,28,83.5,102.7,-13.7
"201",2003,1,103.8,106.6,92.1,103,108.5,111.5,-3.9,3.5,3.3,-6.7,-5.4,-8.1,-19,-10.8,32.4,NA,NA,26.1,2.5,NA,NA,93.4,134.4,2.5,54.7,56.9,2.5,74,91.2,2.5,83.5,103,-3.9,86.3,108.5,3.5,101.5,146.1,3.5,59.2,63,3.1,41.2,21.2,86.3,111.5,3.3,80.8,97.9,-10.6,80.4,86.6,-0.6,80.8,99.5,-11.6
"202",2002,12,97.6,99,92,110.6,116.8,119.6,-4.3,10.9,10.5,-17,-15.6,-18.4,NA,-25.7,NA,NA,NA,NA,NA,NA,NA,94,135.2,10.2,72,76.3,13,83,102.4,11.3,89.6,110.6,-4.3,92.8,116.8,10.9,100.5,144.7,10.4,79.2,84.4,10.8,53.4,42.4,92.8,119.6,10.5,86.5,104.9,-16.2,108.5,116.8,-18,83.9,103.3,-15.9
"203",2002,11,115.3,114.7,117.8,115.8,106.8,109.2,-1,-2.5,-2.8,-17,-15.9,-18.2,NA,-23.6,NA,NA,NA,NA,NA,NA,NA,87.2,125.5,-3.9,67.9,70.4,-0.7,77.6,94.8,-2.6,93.8,115.8,-1,84.9,106.8,-2.5,93.2,134.1,-2.9,70.2,74.4,-2.4,51.8,10.9,84.9,109.2,-2.8,102.3,124,0.1,130.2,140.2,-10.1,99,121.9,2
"204",2002,10,126.3,124.1,135.8,127.4,133.5,136.9,-8.4,-1.1,0.7,-10.5,-2.9,-18.2,NA,-12.2,NA,NA,NA,NA,NA,NA,NA,107.5,154.6,1.5,83.3,87.2,-3.9,95.4,117.1,-0.8,103.2,127.4,-8.4,106.1,133.5,-1.1,115.6,166.3,2.3,89.3,95.6,-2.9,56.9,-50.2,106.1,136.9,0.7,100.4,121.7,-14.8,85.9,92.5,-39.5,102.1,125.6,-11.3
"205",2002,9,119.9,118.5,125.7,120.2,123.7,127.2,3.5,10.4,11,-11.2,-9.6,-12.7,NA,-13.5,NA,NA,NA,NA,NA,NA,NA,102.2,147.1,11.4,72.3,76.9,14.9,87.2,108,12.9,97.4,120.2,3.5,98.3,123.7,10.4,110.2,158.6,10.1,77.3,83.3,13.5,44,-16.5,98.3,127.2,11,96.5,117,-2.4,110.1,118.5,-3.5,94.9,116.8,-2.3
"206",2002,8,68.6,65.6,81.4,107,94.8,97.5,-14.1,-8.5,-7.8,-3.4,-4.1,-2.8,NA,-13.5,NA,NA,NA,NA,NA,NA,NA,84.6,121.8,-4.4,42.3,44.6,-20.4,63.4,78.8,-10,86.7,107,-14.1,75.3,94.8,-8.5,92,132.5,-3.5,45.6,48.4,-21.4,33.5,-36.3,75.3,97.5,-7.8,97.6,118.3,-17.8,84.2,90.7,-46.2,99.2,122,-13.2
